Age,Height,Weight,Sex,Year,Season,City,Sport,Medal,AOS,AOE
24,172,78,M,1972,Summer,Sankt Moritz,Cycling,Thanks,1,1
28,175,65,M,1964,Summer,Albertville,Athletics,Thanks,1,1
32,181,93,M,2004,Summer,Mexico City,Ice Hockey,Thanks,1,2
32,170,59,F,1996,Summer,Atlanta,Shooting,Thanks,1,2
23,177,64,M,1996,Summer,Athina,Football,Thanks,1,1
30,177,77,M,2004,Summer,Sydney,Shooting,Thanks,1,1
27,185,103,M,2016,Summer,Atlanta,Shooting,Thanks,1,3
25,180,79,F,2016,Summer,Atlanta,Football,Thanks,1,1
25,183,83,F,2012,Summer,London,Boxing,Thanks,1,1
24,177,83,M,1988,Summer,Seoul,Cycling,Thanks,1,2
25,186,80,F,1972,Summer,Rio de Janeiro,Fencing,Thanks,1,1
20,182,78,F,2002,Summer,Antwerpen,Athletics,Thanks,1,1
27,179,78,M,1996,Summer,Atlanta,Tennis,Thanks,1,1
21,175,60,M,2002,Summer,Los Angeles,Athletics,Thanks,1,1
35,168,73,M,1992,Summer,Stockholm,Athletics,Thanks,1,1
23,182,71,M,2004,Summer,Los Angeles,Athletics,Thanks,1,1
29,162,59,M,1976,Summer,Montreal,Cross Country Skiing,Thanks,1,2
37,167,73,M,2000,Summer,Montreal,Shooting,Thanks,1,2
27,175,77,F,1972,Winter,Sankt Moritz,Biathlon,Thanks,1,3
25,186,85,M,1996,Summer,Atlanta,Football,Thanks,1,1
32,176,88,M,2006,Summer,Paris,Shooting,Thanks,1,2
28,178,59,M,1996,Summer,Atlanta,Rowing,Thanks,1,1
33,165,60,M,1968,Summer,Albertville,Volleyball,Thanks,1,1
21,181,82,M,2002,Summer,Stockholm,Athletics,Thanks,1,1
23,188,77,M,1996,Summer,Atlanta,Rowing,Thanks,1,1
23,175,67,M,1936,Summer,Tokyo,Football,Thanks,1,1
29,188,83,M,1996,Summer,Atlanta,Shooting,Thanks,1,1
30,181,92,M,1972,Summer,Mexico City,Football,Thanks,1,1
24,173,89,M,2016,Summer,Moskva,Handball,Thanks,1,1
30,176,73,M,2016,Summer,Albertville,Hockey,Thanks,1,3
28,179,79,M,2002,Summer,Moskva,Athletics,Thanks,1,3
18,171,51,M,1996,Summer,Atlanta,Athletics,Thanks,1,1
19,173,69,M,1948,Summer,Los Angeles,Athletics,Thanks,1,1
20,204,103,M,2012,Summer,Beijing,Rowing,Thanks,1,1
27,176,60,M,1996,Summer,Atlanta,Athletics,Thanks,1,1
35,189,84,M,2004,Summer,Beijing,Hockey,Thanks,1,1
21,183,72,M,1996,Summer,Atlanta,Athletics,Thanks,1,1
18,171,65,M,1976,Summer,Los Angeles,Football,Thanks,1,2
20,177,68,M,1972,Summer,London,Water Polo,Thanks,1,2
32,188,74,M,1996,Summer,Atlanta,Basketball,Thanks,1,1
31,170,60,F,1996,Summer,Atlanta,Gymnastics,Thanks,1,1
17,155,41,F,1984,Winter,Nagano,Handball,Thanks,1,2
17,170,60,M,1972,Winter,Los Angeles,Athletics,Thanks,1,2
33,187,89,M,2002,Summer,Torino,Football,Thanks,1,1
26,177,83,M,1936,Summer,Los Angeles,Wrestling,Thanks,1,1
31,172,77,M,1906,Summer,Barcelona,Speed Skating,Thanks,1,1
33,178,66,M,2006,Summer,Los Angeles,Equestrianism,Thanks,1,1
29,187,73,M,1928,Summer,Barcelona,Athletics,Thanks,1,1
22,183,75,F,1988,Summer,Seoul,Football,Thanks,1,1
43,185,85,M,2008,Summer,Albertville,Equestrianism,Thanks,1,1
31,179,66,F,1996,Summer,Barcelona,Biathlon,Thanks,1,3
22,181,79,M,1996,Summer,Innsbruck,Equestrianism,Thanks,1,1
24,182,84,M,1936,Summer,Montreal,Football,Thanks,1,1
20,181,75,M,1972,Summer,Atlanta,Rugby,Thanks,1,1
17,165,34,M,1972,Summer,Moskva,Athletics,Thanks,1,1
31,184,74,M,2016,Summer,Paris,Athletics,Thanks,1,1
19,177,85,F,1972,Summer,London,Cycling,Thanks,1,1
31,169,57,M,2008,Summer,Lake Placid,Athletics,Thanks,1,2
33,171,73,F,1972,Summer,London,Fencing,Thanks,1,2
28,163,63,M,2002,Summer,Roma,Wrestling,Thanks,1,2
19,172,60,M,1972,Summer,Moskva,Athletics,Thanks,1,1
20,170,59,F,1976,Summer,Los Angeles,Athletics,Thanks,1,2
24,172,77,M,1972,Summer,London,Boxing,Thanks,1,1
35,177,69,F,1996,Summer,Atlanta,Basketball,Thanks,1,1
25,179,94,M,1952,Summer,Moskva,Wrestling,Thanks,1,1
21,175,72,F,2008,Summer,Atlanta,Football,Thanks,1,1
22,173,67,M,2016,Summer,Montreal,Athletics,Thanks,1,1
28,174,73,F,2016,Summer,Mexico City,Tennis,Thanks,1,2
19,170,65,F,1998,Winter,Nagano,Diving,Thanks,1,1
29,172,53,M,1936,Summer,Atlanta,Biathlon,Thanks,1,2
30,164,51,F,1968,Summer,Beijing,Diving,Thanks,1,1
23,188,82,F,1996,Summer,Rio de Janeiro,Football,Thanks,1,1
32,176,72,F,1996,Summer,Atlanta,Fencing,Thanks,1,1
30,179,71,F,1996,Summer,Roma,Diving,Thanks,1,1
28,159,55,F,1968,Summer,Mexico City,Ice Hockey,Thanks,1,1
20,177,58,F,1972,Summer,Barcelona,Athletics,Thanks,1,1
26,174,76,M,2012,Summer,London,Equestrianism,Thanks,1,1
22,149,49,M,1972,Summer,Paris,Tug-Of-War,Thanks,1,2
31,189,95,F,1996,Summer,Rio de Janeiro,Football,Thanks,1,1
23,173,67,M,1988,Summer,Los Angeles,Alpine Skiing,Thanks,1,1
24,174,65,M,1976,Winter,Los Angeles,Cycling,Thanks,1,1
20,173,66,M,1996,Summer,Atlanta,Athletics,Thanks,1,1
27,183,87,F,1988,Winter,Seoul,Football,Thanks,1,1
22,170,64,M,1972,Summer,Barcelona,Athletics,Thanks,1,2
31,178,72,M,2012,Summer,Seoul,Boxing,Thanks,1,1
26,163,62,M,2008,Summer,Barcelona,Cycling,Thanks,1,2
21,175,67,M,1996,Summer,Los Angeles,Equestrianism,Thanks,1,2
36,172,74,M,2000,Summer,Antwerpen,Hockey,Thanks,1,1
22,176,64,F,2008,Summer,London,Boxing,Thanks,1,1
22,194,82,M,1988,Summer,London,Basketball,Thanks,1,1
30,193,85,M,1984,Summer,Roma,Sailing,Silver,1,1
30,180,64,F,1972,Summer,Albertville,Water Polo,Thanks,1,2
25,181,71,M,1972,Summer,Barcelona,Athletics,Thanks,1,2
28,196,84,M,2012,Summer,London,Sailing,Thanks,1,1
39,174,72,F,2008,Summer,Beijing,Fencing,Thanks,1,1
26,175,66,M,1972,Summer,Sydney,Shooting,Thanks,1,2
10,170,61,M,1960,Summer,Moskva,Diving,Thanks,1,1
22,176,67,M,1936,Summer,London,Boxing,Thanks,1,1
39,173,69,F,2010,Summer,Barcelona,Shooting,Thanks,1,1
18,174,70,F,1972,Summer,Los Angeles,Football,Thanks,1,2
22,174,87,F,1948,Summer,Paris,Triathlon,Thanks,1,2
27,176,87,M,2004,Summer,Paris,Water Polo,Thanks,1,2
22,167,58,M,1972,Summer,Los Angeles,Athletics,Thanks,1,1
23,171,62,M,1972,Summer,Moskva,Boxing,Thanks,1,1
34,175,64,M,2014,Summer,Mexico City,Shooting,Thanks,1,1
32,186,88,M,1996,Summer,Atlanta,Tennis,Thanks,1,1
27,168,70,M,1912,Summer,Rio de Janeiro,Lacrosse,Thanks,1,1
26,180,73,M,1952,Summer,Rio de Janeiro,Athletics,Thanks,1,1
35,180,87,M,1936,Summer,Paris,Football,Thanks,1,1
35,176,80,M,2000,Summer,Barcelona,Shooting,Thanks,1,2
25,181,89,M,1952,Summer,Paris,Sailing,Thanks,1,1
27,177,67,M,1996,Summer,Nagano,Football,Thanks,1,1
29,166,55,M,2014,Summer,Rio de Janeiro,Gymnastics,Thanks,1,2
23,150,40,M,1964,Summer,Atlanta,Athletics,Thanks,1,1
36,183,83,M,1996,Summer,Rio de Janeiro,Basketball,Thanks,1,1
25,189,86,M,1996,Summer,Atlanta,Football,Thanks,1,1
21,179,76,M,2002,Summer,Athina,Athletics,Thanks,1,2
20,165,54,M,1936,Summer,Los Angeles,Boxing,Thanks,1,1
22,169,56,M,1972,Summer,London,Sailing,Thanks,1,2
19,164,60,M,1972,Summer,Tokyo,Athletics,Thanks,1,2
24,180,89,M,2004,Summer,Atlanta,Handball,Thanks,1,1
31,174,77,F,1996,Summer,Albertville,Hockey,Thanks,1,1
29,177,77,M,1972,Summer,Antwerpen,Equestrianism,Thanks,1,1
30,184,74,M,2012,Summer,Los Angeles,Equestrianism,Thanks,1,1
20,168,50,M,1972,Summer,Atlanta,Athletics,Thanks,1,1
24,172,74,M,1976,Summer,Sydney,Cycling,Thanks,1,2
37,181,100,F,2004,Summer,Sydney,Shooting,Thanks,1,2
29,171,66,M,1952,Summer,Mexico City,Shooting,Thanks,1,1
39,187,81,M,2004,Summer,Amsterdam,Fencing,Thanks,1,1
25,177,72,F,1996,Summer,Atlanta,Gymnastics,Thanks,1,1
30,176,85,M,1972,Summer,Sydney,Cycling,Thanks,1,2
15,189,76,M,2002,Summer,Los Angeles,Athletics,Thanks,1,2
42,192,94,M,1906,Summer,Albertville,Sailing,Thanks,1,1
17,174,66,F,1976,Summer,Montreal,Wrestling,Thanks,1,2
23,176,71,M,1972,Summer,Montreal,Equestrianism,Thanks,1,2
27,179,61,F,1996,Summer,Atlanta,Athletics,Thanks,1,1
29,188,87,F,2016,Summer,Rio de Janeiro,Football,Thanks,1,1
22,186,83,M,1920,Summer,Antwerpen,Athletics,Thanks,1,1
25,173,57,M,1924,Summer,Barcelona,Athletics,Thanks,1,1
29,186,77,M,2012,Summer,Los Angeles,Athletics,Thanks,1,1
17,173,69,M,1996,Summer,Mexico City,Football,Thanks,1,1
39,188,80,M,2008,Summer,Beijing,Athletics,Thanks,1,1
20,174,61,M,1996,Summer,Atlanta,Boxing,Thanks,1,1
23,171,61,M,1972,Summer,Moskva,Athletics,Thanks,1,1
22,167,70,M,1936,Summer,Atlanta,Boxing,Thanks,1,1
30,179,76,M,2004,Summer,Atlanta,Football,Thanks,1,1
25,183,87,M,2000,Summer,Beijing,Basketball,Thanks,1,1
25,181,76,M,1984,Summer,Torino,Equestrianism,Thanks,1,3
19,180,77,M,2012,Summer,London,Wrestling,Thanks,1,1
29,177,66,M,1952,Summer,Moskva,Athletics,Thanks,1,1
22,166,74,F,2016,Summer,Nagano,Basketball,Thanks,1,1
25,181,73,M,1996,Summer,Atlanta,Sailing,Thanks,1,3
25,171,68,M,1936,Summer,Atlanta,Football,Thanks,1,1
25,175,75,M,2012,Summer,London,Boxing,Thanks,1,1
21,177,85,M,2016,Summer,Los Angeles,Water Polo,Thanks,1,1
37,181,87,M,1980,Summer,Innsbruck,Football,Thanks,1,1
30,160,64,F,1988,Winter,Moskva,Football,Thanks,1,1
30,191,87,M,1996,Summer,Rio de Janeiro,Triathlon,Thanks,1,1
19,179,72,M,2004,Summer,Los Angeles,Equestrianism,Thanks,1,1
31,169,80,M,1908,Summer,Athina,Wrestling,Thanks,1,2
19,174,61,M,1980,Summer,Los Angeles,Athletics,Thanks,1,2
32,182,81,F,1992,Summer,Atlanta,Hockey,Thanks,1,1
23,176,60,F,1988,Summer,Seoul,Fencing,Thanks,1,1
34,194,100,M,1920,Summer,Montreal,Cross Country Skiing,Thanks,1,1
17,197,89,M,1996,Summer,Atlanta,Football,Thanks,1,1
22,172,64,M,2014,Summer,Seoul,Handball,Thanks,1,1
27,172,58,M,1984,Summer,Los Angeles,Athletics,Thanks,1,2
24,174,74,M,1948,Summer,Los Angeles,Athletics,Thanks,1,1
29,173,80,M,1980,Summer,Munich,Wrestling,Thanks,1,1
28,173,66,M,1964,Summer,Barcelona,Cycling,Thanks,1,1
23,167,70,F,1998,Summer,Los Angeles,Boxing,Thanks,1,1
27,180,86,M,1992,Summer,Munich,Fencing,Thanks,1,2
26,181,92,F,1956,Summer,Sydney,Wrestling,Thanks,1,1
26,173,79,F,1948,Summer,Rio de Janeiro,Wrestling,Thanks,1,1
27,185,81,F,1996,Summer,Roma,Football,Thanks,1,2
23,160,42,F,1988,Summer,Moskva,Athletics,Thanks,1,1
25,179,77,M,1992,Summer,Barcelona,Athletics,Thanks,1,1
18,177,74,M,1984,Summer,Los Angeles,Canoeing,Thanks,1,1
25,178,72,M,1964,Summer,Los Angeles,Athletics,Thanks,1,2
32,185,86,M,1992,Summer,Athina,Shooting,Thanks,1,1
19,158,47,M,2012,Summer,Seoul,Taekwondo,Thanks,1,2
26,173,74,M,1980,Summer,London,Judo,Thanks,1,2
30,181,90,M,1980,Summer,Beijing,Football,Thanks,1,1
29,171,66,M,1992,Summer,Barcelona,Canoeing,Thanks,1,1
27,160,45,M,1968,Summer,Mexico City,Wrestling,Thanks,1,1
29,166,48,M,1928,Summer,Munich,Gymnastics,Thanks,1,8
32,179,86,F,2000,Summer,Sydney,Athletics,Thanks,1,1
21,175,75,M,1980,Summer,Barcelona,Weightlifting,Thanks,1,1
24,169,69,M,1992,Summer,Sydney,Athletics,Thanks,1,2
15,187,75,F,2012,Summer,Sankt Moritz,Athletics,Thanks,1,1
20,189,76,M,1948,Summer,Munich,Athletics,Thanks,1,1
27,162,56,M,1992,Summer,Munich,Athletics,Thanks,1,2
33,171,66,M,1972,Winter,Munich,Fencing,Thanks,1,2
25,176,64,M,1996,Summer,Sydney,Gymnastics,Thanks,1,1
21,196,92,M,1996,Summer,Athina,Athletics,Thanks,1,1
30,179,77,F,1964,Summer,Atlanta,Gymnastics,Thanks,1,1
23,177,71,M,1952,Summer,Athina,Gymnastics,Thanks,1,1
24,167,68,M,1956,Summer,Athina,Judo,Thanks,1,1
22,186,86,M,2000,Summer,Sydney,Shooting,Thanks,1,3
14,183,78,M,1996,Summer,Barcelona,Athletics,Thanks,1,1
27,191,75,F,1996,Summer,Rio de Janeiro,Athletics,Thanks,1,1
29,161,56,M,2008,Summer,Beijing,Hockey,Thanks,1,2
18,166,50,F,1964,Summer,Tokyo,Fencing,Thanks,1,1
33,184,79,F,2002,Summer,Sydney,Athletics,Thanks,1,2
26,192,101,M,1948,Summer,Paris,Nordic Combined,Thanks,1,1
28,171,51,M,1996,Summer,Munich,Alpine Skiing,Thanks,1,2
21,165,49,F,1988,Summer,Nagano,Athletics,Thanks,1,1
20,180,94,M,1968,Summer,Athina,Weightlifting,Thanks,2,1
24,166,53,F,2012,Summer,Montreal,Fencing,Thanks,1,2
21,168,73,M,1964,Summer,Seoul,Wrestling,Thanks,1,1
32,178,73,M,1956,Summer,Atlanta,Shooting,Thanks,1,2
22,180,69,M,1968,Summer,Seoul,Gymnastics,Thanks,1,1
30,155,49,F,1988,Summer,Sydney,Weightlifting,Thanks,1,1
23,168,60,M,1948,Summer,Los Angeles,Swimming,Thanks,1,2
25,178,68,M,2014,Summer,Antwerpen,Athletics,Thanks,1,1
25,162,53,M,1976,Summer,Sydney,Rhythmic Gymnastics,Thanks,1,2
19,182,73,F,1996,Summer,Atlanta,Canoeing,Thanks,1,1
22,165,51,M,1998,Summer,Munich,Taekwondo,Thanks,1,2
22,186,93,M,2000,Summer,Sydney,Synchronized Swimming,Thanks,1,1
28,174,72,M,2012,Summer,London,Canoeing,Thanks,1,1
30,190,88,M,1992,Summer,Los Angeles,Triathlon,Thanks,1,1
33,177,76,M,2014,Summer,Seoul,Wrestling,Thanks,1,2
29,176,60,M,1992,Summer,Munich,Athletics,Thanks,1,2
36,167,57,F,1968,Summer,Beijing,Shooting,Thanks,1,2
28,174,68,M,1976,Summer,Los Angeles,Nordic Combined,Thanks,1,2
23,168,64,M,2012,Summer,Montreal,Equestrianism,Thanks,1,1
18,182,68,M,2014,Summer,Munich,Alpine Skiing,Thanks,1,2
14,177,77,M,1980,Summer,Los Angeles,Archery,Thanks,1,2
27,181,66,M,1996,Summer,Atlanta,Athletics,Thanks,1,1
24,174,77,M,1992,Summer,Innsbruck,Wrestling,Thanks,1,2
21,168,60,M,1980,Summer,Munich,Athletics,Thanks,1,2
15,177,63,F,2016,Summer,Tokyo,Cycling,Bronze,1,1
26,171,62,F,2012,Summer,Mexico City,Fencing,Thanks,1,1
25,180,67,M,2000,Summer,Los Angeles,Football,Thanks,1,1
27,176,77,M,1972,Summer,Munich,Alpine Skiing,Thanks,1,2
32,172,90,M,2012,Winter,Torino,Weightlifting,Thanks,1,2
25,192,91,M,1976,Summer,Los Angeles,Freestyle Skiing,Thanks,1,2
21,173,63,M,1988,Summer,Los Angeles,Athletics,Thanks,1,1
30,174,72,M,1984,Summer,Los Angeles,Shooting,Thanks,1,1
19,161,51,F,1988,Summer,Seoul,Basketball,Thanks,1,2
35,194,99,M,1992,Summer,Seoul,Shooting,Thanks,1,1
8,180,74,M,2012,Summer,London,Weightlifting,Thanks,1,1
20,184,103,M,1956,Winter,Roma,Boxing,Thanks,1,3
24,184,96,M,2000,Winter,Los Angeles,Lacrosse,Thanks,1,2
39,184,92,M,2000,Summer,Seoul,Football,Thanks,1,1
24,181,81,F,2002,Summer,Torino,Football,Thanks,1,1
19,176,50,M,2012,Summer,London,Athletics,Thanks,1,1
29,186,83,M,1996,Summer,Atlanta,Football,Thanks,1,1
34,179,91,M,1976,Winter,Montreal,Cross Country Skiing,Silver,1,3
25,166,56,M,1998,Summer,Roma,Canoeing,Thanks,1,1
15,168,60,M,1992,Summer,Sydney,Athletics,Thanks,1,2
33,157,60,F,2008,Summer,Sydney,Fencing,Thanks,1,1
29,175,67,F,2008,Summer,Barcelona,Athletics,Thanks,1,1
21,179,75,F,1996,Summer,Stockholm,Ice Hockey,Thanks,1,1
22,180,71,M,1996,Summer,Munich,Swimming,Thanks,1,2
30,170,69,M,1992,Summer,London,Judo,Thanks,1,1
23,188,79,F,1968,Summer,Atlanta,Athletics,Thanks,1,1
23,170,54,M,1980,Summer,Munich,Athletics,Thanks,1,8
25,171,80,F,1980,Summer,Atlanta,Weightlifting,Thanks,1,1
34,160,40,M,1988,Summer,Stockholm,Nordic Combined,Thanks,1,2
29,173,67,M,1992,Summer,Munich,Cross Country Skiing,Thanks,1,2
33,181,69,M,1996,Summer,Atlanta,Badminton,Thanks,1,1
28,187,67,M,1996,Summer,Atlanta,Rowing,Thanks,1,1
37,184,93,M,1992,Summer,Albertville,Gymnastics,Thanks,1,1
24,166,41,M,1992,Summer,Barcelona,Athletics,Thanks,1,2
20,186,79,M,1920,Summer,Beijing,Athletics,Gold,1,1
20,172,70,M,1964,Summer,London,Athletics,Thanks,1,1
29,175,71,M,1980,Winter,Montreal,Shooting,Thanks,1,2
23,171,62,F,1988,Summer,Tokyo,Basketball,Thanks,1,1
13,180,70,M,1948,Summer,Munich,Athletics,Thanks,1,1
17,167,43,F,2016,Summer,Stockholm,Athletics,Thanks,1,1
25,179,78,M,1968,Summer,Athina,Shooting,Thanks,1,2
11,169,66,M,2012,Summer,Los Angeles,Wrestling,Thanks,1,1
31,190,92,M,1980,Summer,Seoul,Athletics,Thanks,1,1
16,176,71,M,1972,Winter,Seoul,Handball,Thanks,1,2
16,178,70,F,1956,Summer,Atlanta,Fencing,Thanks,1,1
27,164,57,F,1948,Summer,London,Alpine Skiing,Thanks,1,1
22,198,99,M,2008,Summer,Beijing,Shooting,Thanks,1,1
26,190,83,M,1992,Summer,Tokyo,Athletics,Thanks,1,1
25,166,45,M,1964,Summer,Salt Lake City,Athletics,Thanks,1,1
28,167,50,F,2016,Summer,Tokyo,Athletics,Thanks,1,1
17,174,66,F,1996,Summer,Atlanta,Skeleton,Thanks,1,1
26,182,63,M,1980,Summer,Roma,Athletics,Thanks,1,1
15,167,50,M,2012,Summer,London,Alpine Skiing,Thanks,1,2
31,161,53,M,1984,Summer,Los Angeles,Fencing,Thanks,1,1
23,169,36,M,1984,Summer,Los Angeles,Athletics,Thanks,1,1
13,176,54,M,1976,Summer,Athina,Swimming,Thanks,1,1
26,187,85,M,1968,Summer,Athina,Wrestling,Thanks,1,1
22,164,48,F,1984,Summer,Sydney,Athletics,Thanks,1,2
31,175,85,M,1968,Summer,Paris,Fencing,Thanks,1,1
15,192,87,M,1948,Summer,Tokyo,Fencing,Thanks,1,1
26,177,60,M,1984,Summer,Roma,Swimming,Thanks,1,2
25,170,60,M,1992,Summer,Munich,Athletics,Thanks,1,1
21,184,84,M,1980,Summer,Munich,Canoeing,Thanks,1,2
25,175,70,M,1992,Summer,Rio de Janeiro,Athletics,Thanks,1,1
41,181,91,M,1976,Summer,Montreal,Shooting,Thanks,1,2
26,168,70,M,2016,Summer,Rio de Janeiro,Canoeing,Thanks,1,1
22,189,77,M,1980,Summer,Munich,Athletics,Thanks,1,2
20,179,51,M,1980,Summer,Helsinki,Athletics,Thanks,1,1
17,176,62,F,2016,Summer,Atlanta,Athletics,Thanks,1,1
33,188,77,M,1998,Summer,Paris,Rowing,Thanks,1,1
23,164,53,F,2000,Summer,Sydney,Athletics,Thanks,1,2
13,173,66,M,1972,Summer,Los Angeles,Fencing,Thanks,1,1
29,169,70,M,2000,Summer,Sydney,Shooting,Thanks,1,1
23,186,70,M,1980,Summer,London,Athletics,Thanks,1,1
31,191,84,M,1920,Summer,Los Angeles,Nordic Combined,Thanks,1,1
19,165,49,M,1960,Summer,Roma,Athletics,Thanks,1,1
28,182,74,M,1968,Summer,Helsinki,Swimming,Thanks,1,1
17,174,62,F,1956,Summer,Los Angeles,Alpine Skiing,Thanks,1,1
40,182,73,M,2016,Summer,Rio de Janeiro,Nordic Combined,Thanks,1,1
17,173,51,F,1956,Summer,Sydney,Athletics,Thanks,1,1
29,181,91,M,1984,Winter,Montreal,Ice Hockey,Thanks,1,2
22,168,63,M,1956,Summer,Seoul,Cycling,Thanks,1,1
26,173,63,F,1964,Summer,Beijing,Canoeing,Thanks,1,2
20,175,63,M,2016,Summer,Munich,Athletics,Thanks,1,2
26,167,55,M,1976,Summer,Sydney,Wrestling,Thanks,1,2
29,172,51,F,1984,Summer,Moskva,Fencing,Thanks,1,1
26,180,67,M,2008,Summer,Barcelona,Athletics,Thanks,1,1
25,170,64,M,2000,Summer,Beijing,Athletics,Thanks,1,1
29,185,62,M,1984,Summer,Los Angeles,Athletics,Thanks,1,1
26,175,66,F,1992,Summer,Barcelona,Athletics,Thanks,1,2
20,182,84,M,1964,Summer,Antwerpen,Swimming,Thanks,1,1
33,189,77,M,1992,Winter,Roma,Cross Country Skiing,Thanks,1,1
25,163,65,F,1956,Summer,Barcelona,Alpine Skiing,Thanks,1,2
13,176,55,M,1968,Summer,Mexico City,Athletics,Thanks,1,1
38,187,99,M,2008,Summer,Beijing,Cross Country Skiing,Thanks,1,1
17,185,74,M,1948,Summer,Tokyo,Swimming,Thanks,1,1
39,174,60,M,2004,Summer,Berlin,Canoeing,Thanks,1,1
24,183,74,M,1908,Summer,Los Angeles,Swimming,Thanks,1,2
27,179,60,F,1956,Summer,Tokyo,Polo,Thanks,1,1
20,186,86,M,1992,Summer,Athina,Wrestling,Thanks,1,1
31,164,52,M,1996,Summer,Mexico City,Hockey,Thanks,1,2
30,168,52,M,1980,Summer,Rio de Janeiro,Canoeing,Thanks,1,1
26,184,78,M,1964,Summer,Munich,Athletics,Thanks,1,1
27,193,105,M,1948,Summer,Beijing,Triathlon,Thanks,1,2
23,176,68,F,2016,Summer,Atlanta,Gymnastics,Thanks,1,1
32,166,69,M,2000,Summer,Beijing,Boxing,Thanks,1,3
15,181,76,F,1948,Summer,Los Angeles,Athletics,Thanks,1,1
31,187,79,M,2014,Summer,Paris,Athletics,Thanks,1,2
17,168,53,M,1984,Summer,Los Angeles,Athletics,Thanks,1,1
21,176,71,M,1980,Summer,Atlanta,Athletics,Thanks,1,1
27,164,62,M,2006,Summer,Los Angeles,Gymnastics,Thanks,1,1
26,170,53,M,1992,Summer,Seoul,Swimming,Thanks,1,1
34,182,79,M,1948,Summer,Seoul,Cross Country Skiing,Thanks,1,1
24,174,73,M,2008,Summer,Beijing,Athletics,Thanks,1,1
25,185,65,M,1988,Summer,Paris,Sailing,Thanks,1,1
24,187,75,M,1992,Summer,Los Angeles,Canoeing,Thanks,1,1
28,177,58,M,1996,Summer,Munich,Taekwondo,Thanks,1,1
22,173,69,F,1988,Summer,Seoul,Cycling,Thanks,1,1
21,175,63,M,2012,Summer,London,Alpine Skiing,Thanks,1,2
29,181,81,M,1924,Summer,Berlin,Shooting,Thanks,1,2
34,170,53,F,1996,Summer,Atlanta,Canoeing,Thanks,1,8
22,163,55,F,1956,Summer,Munich,Fencing,Thanks,1,1
26,173,84,F,1956,Winter,Albertville,Fencing,Thanks,1,1
30,177,66,F,1948,Summer,London,Fencing,Thanks,1,1
20,179,64,M,1984,Summer,Los Angeles,Swimming,Thanks,1,2
12,177,58,M,1956,Winter,Salt Lake City,Athletics,Thanks,1,1
27,185,85,M,1996,Summer,Atlanta,Canoeing,Thanks,1,1
29,169,77,M,1968,Summer,Mexico City,Wrestling,Thanks,1,2
9,164,56,M,1972,Summer,Munich,Athletics,Thanks,1,2
18,176,63,M,1948,Summer,London,Athletics,Thanks,1,1
22,163,63,F,1956,Summer,Stockholm,Weightlifting,Thanks,1,1
23,160,56,M,1964,Summer,Munich,Wrestling,Thanks,1,2
37,176,63,M,2012,Summer,Beijing,Sailing,Thanks,1,1
26,172,60,M,1956,Summer,Mexico City,Athletics,Thanks,1,2
19,176,72,M,1980,Summer,Los Angeles,Football,Thanks,1,1
28,183,62,M,1992,Summer,Mexico City,Athletics,Thanks,1,1
25,181,72,M,1948,Summer,Seoul,Fencing,Thanks,1,2
26,185,80,M,1996,Summer,Atlanta,Swimming,Thanks,1,1
34,178,75,M,1992,Summer,Rio de Janeiro,Football,Thanks,1,1
31,176,81,M,2000,Summer,Beijing,Wrestling,Thanks,1,1
25,171,63,M,2016,Summer,Tokyo,Athletics,Thanks,1,1
14,174,54,F,1984,Summer,Los Angeles,Athletics,Thanks,1,1
29,187,85,M,2000,Summer,Seoul,Triathlon,Thanks,1,1
30,178,86,M,2000,Summer,Beijing,Wrestling,Thanks,1,2
22,177,73,M,1964,Summer,Tokyo,Ice Hockey,Thanks,1,1
25,172,62,M,2000,Summer,Los Angeles,Athletics,Thanks,1,2
20,185,81,M,2012,Summer,Los Angeles,Athletics,Thanks,1,1
23,176,90,M,2000,Summer,Seoul,Weightlifting,Thanks,1,2
34,176,65,M,1984,Summer,Atlanta,Shooting,Thanks,1,1
26,172,63,M,1980,Summer,Sydney,Sailing,Thanks,1,2
9,174,59,M,1980,Summer,Los Angeles,Cycling,Thanks,1,1
25,177,64,M,1988,Summer,Seoul,Nordic Combined,Thanks,1,1
28,167,61,F,1998,Summer,Los Angeles,Football,Thanks,1,2
10,181,73,M,1988,Summer,London,Swimming,Thanks,1,1
23,180,75,M,1996,Summer,Atlanta,Gymnastics,Thanks,1,1
26,180,72,M,1964,Summer,Beijing,Athletics,Thanks,1,1
34,178,83,M,2000,Summer,Vancouver,Cross Country Skiing,Thanks,1,1
17,190,91,M,1980,Summer,Los Angeles,Cross Country Skiing,Thanks,1,1
31,175,76,M,2008,Summer,Beijing,Sailing,Thanks,1,1
23,180,77,M,1980,Summer,Helsinki,Athletics,Thanks,1,1
23,172,67,M,1980,Summer,Munich,Fencing,Thanks,1,1
22,172,47,M,2012,Summer,Rio de Janeiro,Athletics,Thanks,1,1
27,168,67,M,2000,Summer,Seoul,Shooting,Thanks,1,1
33,178,69,M,2000,Summer,Munich,Athletics,Thanks,1,1
24,164,73,M,1998,Summer,Los Angeles,Cycling,Thanks,1,1
28,170,77,M,2006,Summer,Beijing,Shooting,Thanks,1,1
31,162,51,M,1956,Summer,Mexico City,Equestrianism,Silver,1,1
28,170,65,M,1968,Summer,Mexico City,Cross Country Skiing,Thanks,1,1
