Age,Height,Weight,Sex,Year,Season,City,Sport,Medal,AOS,AOE
20,174,68,M,1964,Summer,Tokyo,Cycling,Thanks,1,2
22,180,84,M,2008,Summer,Beijing,Tennis,Thanks,1,2
26,180,84,M,2012,Summer,London,Tennis,Thanks,1,2
29,193,98,M,1972,Summer,Munich,Rowing,Thanks,1,1
22,172,75,M,1960,Summer,Roma,Rowing,Thanks,1,1
20,202,82,M,1960,Summer,Roma,Basketball,Thanks,1,1
24,202,82,M,1964,Summer,Tokyo,Basketball,Thanks,1,1
21,180,76,M,1992,Summer,Barcelona,Wrestling,Thanks,1,1
20,165,53,F,2012,Summer,London,Athletics,Thanks,1,1
24,165,53,F,2016,Summer,Rio de Janeiro,Athletics,Thanks,1,1
24,190,85,M,1952,Summer,Helsinki,Basketball,Thanks,1,1
42,180,69,M,1972,Summer,Munich,Archery,Thanks,1,1
22,152,54,M,1964,Summer,Tokyo,Boxing,Thanks,1,1
38,179,74,M,1972,Summer,Munich,Sailing,Thanks,1,2
42,179,74,M,1976,Summer,Montreal,Sailing,Thanks,1,2
58,179,74,M,1992,Summer,Barcelona,Sailing,Thanks,1,2
26,176,68,M,1992,Summer,Barcelona,Athletics,Thanks,1,1
36,178,78,M,1964,Summer,Tokyo,Fencing,Thanks,1,6
15,148,40,F,1980,Summer,Moskva,Gymnastics,Thanks,1,6
21,192,88,M,1996,Summer,Atlanta,Canoeing,Thanks,1,1
26,183,85,M,1994,Winter,Lillehammer,Bobsleigh,Thanks,1,1
13,158,60,F,1964,Winter,Innsbruck,Figure Skating,Thanks,1,1
17,158,60,F,1968,Winter,Grenoble,Figure Skating,Thanks,1,1
21,158,60,F,1972,Winter,Sapporo,Figure Skating,Thanks,1,1
27,182,84,M,1988,Winter,Calgary,Ice Hockey,Thanks,1,1
30,182,84,M,1992,Winter,Albertville,Ice Hockey,Thanks,1,1
18,170,53,F,2000,Summer,Sydney,Diving,Thanks,1,3
25,170,69,F,1998,Winter,Nagano,Ice Hockey,Thanks,1,1
29,170,69,F,2002,Winter,Salt Lake City,Ice Hockey,Bronze,1,1
21,186,81,M,1968,Summer,Mexico City,Football,Thanks,1,1
20,182,63,M,1996,Summer,Atlanta,Athletics,Thanks,1,1
26,172,64,M,1992,Summer,Barcelona,Judo,Thanks,1,1
19,186,73,M,2016,Summer,Rio de Janeiro,Swimming,Thanks,1,2
20,182,79,M,2008,Summer,Beijing,Swimming,Thanks,1,2
23,182,79,M,2012,Summer,London,Swimming,Thanks,1,2
23,192,92,M,2000,Summer,Sydney,Basketball,Thanks,1,1
27,192,92,M,2004,Summer,Athina,Basketball,Thanks,1,1
31,192,92,M,2008,Summer,Beijing,Basketball,Thanks,1,1
27,188,98,M,2016,Summer,Rio de Janeiro,Handball,Thanks,1,1
20,192,90,M,2004,Summer,Athina,Football,Thanks,1,1
24,185,88,M,2012,Summer,London,Athletics,Thanks,1,1
38,180,90,M,2008,Summer,Beijing,Shooting,Thanks,1,3
46,180,90,M,2016,Summer,Rio de Janeiro,Shooting,Thanks,1,3
19,177,75,M,2004,Summer,Athina,Swimming,Thanks,1,3
23,177,75,M,2008,Summer,Beijing,Swimming,Thanks,1,3
27,177,75,M,2012,Summer,London,Swimming,Thanks,1,3
31,177,75,M,2016,Summer,Rio de Janeiro,Swimming,Thanks,1,3
16,168,58,F,2008,Summer,Beijing,Equestrianism,Thanks,1,2
20,168,58,F,2012,Summer,London,Equestrianism,Thanks,1,2
24,168,58,F,2016,Summer,Rio de Janeiro,Equestrianism,Thanks,1,2
20,181,69,F,2004,Summer,Athina,Handball,Thanks,1,1
24,181,69,F,2008,Summer,Beijing,Handball,Thanks,1,1
28,181,69,F,2012,Summer,London,Handball,Thanks,1,1
22,176,78,M,2016,Summer,Rio de Janeiro,Equestrianism,Thanks,1,2
28,170,98,F,2016,Summer,Rio de Janeiro,Handball,Thanks,1,1
28,181,70,M,2008,Summer,Beijing,Rowing,Thanks,1,1
26,170,58,M,1996,Summer,Atlanta,Athletics,Thanks,1,1
23,188,86,M,1988,Summer,Seoul,Canoeing,Thanks,1,1
23,188,83,M,1976,Summer,Montreal,Athletics,Thanks,1,1
20,176,77,M,1972,Summer,Munich,Water Polo,Thanks,1,1
24,176,77,M,1976,Summer,Montreal,Water Polo,Thanks,1,1
19,176,71,M,1972,Summer,Munich,Swimming,Thanks,1,1
20,178,83,M,1960,Winter,Squaw Valley,Ice Hockey,Bronze,1,1
24,178,83,M,1964,Winter,Innsbruck,Ice Hockey,Gold,1,1
22,173,70,M,1996,Summer,Atlanta,Football,Silver,1,1
29,178,72,M,1936,Summer,Berlin,Fencing,Silver,1,1
24,170,62,F,2008,Summer,Beijing,Football,Thanks,1,1
28,170,62,F,2012,Summer,London,Football,Thanks,1,1
26,174,75,M,1904,Summer,St. Louis,Lacrosse,Bronze,1,1
23,165,50,F,2008,Summer,Beijing,Athletics,Thanks,1,1
28,190,85,M,1952,Summer,Helsinki,Basketball,Thanks,1,1
26,162,50,F,2004,Summer,Athina,Athletics,Thanks,1,2
30,162,50,F,2008,Summer,Beijing,Athletics,Thanks,1,2
21,185,82,M,1948,Summer,London,Rowing,Thanks,1,2
25,185,82,M,1952,Summer,Helsinki,Rowing,Thanks,1,2
39,179,74,M,1952,Summer,Helsinki,Sailing,Silver,1,1
22,175,71,M,1908,Summer,London,Football,Thanks,1,1
20,188,73,M,1912,Summer,Stockholm,Athletics,Bronze,1,1
28,188,73,M,1920,Summer,Antwerpen,Athletics,Bronze,1,1
28,166,60,M,2008,Summer,Beijing,Cycling,Thanks,1,1
24,185,82,M,1952,Summer,Helsinki,Rowing,Thanks,1,1
19,173,73,M,2010,Winter,Vancouver,Biathlon,Thanks,1,2
23,173,73,M,2014,Winter,Sochi,Biathlon,Thanks,1,2
47,175,76,M,1936,Summer,Berlin,Art Competitions,Thanks,1,1
27,182,95,M,1908,Summer,London,Tug-Of-War,Thanks,1,1
26,185,82,M,1912,Summer,Stockholm,Rowing,Thanks,1,1
30,178,71,M,1912,Summer,Stockholm,Modern Pentathlon,Thanks,1,1
30,180,82,M,1952,Winter,Oslo,Ice Hockey,Bronze,1,1
20,162,57,F,1948,Summer,London,Athletics,Thanks,1,1
29,162,57,F,1956,Summer,Melbourne,Athletics,Thanks,1,1
32,162,57,F,1960,Summer,Roma,Athletics,Thanks,1,1
18,180,80,M,1960,Summer,Roma,Swimming,Thanks,1,2
31,179,74,M,1920,Summer,Antwerpen,Sailing,Silver,1,1
25,193,130,M,1976,Summer,Montreal,Athletics,Thanks,1,1
28,182,70,M,1948,Summer,London,Athletics,Thanks,1,2
20,180,80,M,2000,Summer,Sydney,Football,Gold,1,1
30,194,89,M,1968,Summer,Mexico City,Basketball,Thanks,1,1
24,164,58,M,1906,Summer,Athina,Gymnastics,Thanks,1,1
28,184,83,M,2004,Summer,Athina,Football,Thanks,1,1
23,178,73,M,1996,Summer,Atlanta,Football,Thanks,1,1
25,182,74,M,1988,Summer,Seoul,Football,Silver,1,1
26,175,76,M,1928,Summer,Amsterdam,Art Competitions,Thanks,1,2
27,175,69,M,1972,Summer,Munich,Fencing,Thanks,1,1
27,158,52,M,1976,Summer,Montreal,Rowing,Thanks,1,1
35,158,52,M,1984,Summer,Los Angeles,Rowing,Thanks,1,1
39,158,52,M,1988,Summer,Seoul,Rowing,Thanks,1,1
23,180,69,M,1952,Winter,Oslo,Alpine Skiing,Thanks,1,2
22,172,65,M,1948,Winter,Sankt Moritz,Alpine Skiing,Thanks,1,4
26,172,65,M,1952,Winter,Oslo,Alpine Skiing,Thanks,1,4
30,172,65,M,1956,Winter,Cortina d'Ampezzo,Alpine Skiing,Thanks,1,4
25,152,46,F,1988,Summer,Seoul,Athletics,Thanks,1,2
32,152,46,F,1996,Summer,Atlanta,Athletics,Thanks,1,2
37,152,46,F,2000,Summer,Sydney,Athletics,Thanks,1,2
24,187,78,M,1992,Summer,Barcelona,Volleyball,Thanks,1,1
26,196,96,M,1984,Summer,Los Angeles,Handball,Thanks,1,1
28,178,72,M,1924,Summer,Paris,Fencing,Thanks,1,2
39,185,82,M,1936,Summer,Berlin,Rowing,Thanks,1,1
35,191,102,M,2016,Summer,Rio de Janeiro,Water Polo,Thanks,1,1
28,172,65,F,2012,Summer,London,Handball,Bronze,1,1
21,175,64,M,2012,Summer,London,Boxing,Thanks,1,1
21,182,78,M,1980,Summer,Moskva,Water Polo,Thanks,1,1
27,183,75,M,1984,Summer,Los Angeles,Athletics,Thanks,1,1
31,183,75,M,1988,Summer,Seoul,Athletics,Thanks,1,1
29,179,74,M,1948,Summer,London,Sailing,Thanks,1,1
30,180,70,M,1920,Summer,Antwerpen,Tennis,Thanks,1,2
34,180,70,M,1924,Summer,Paris,Tennis,Thanks,1,2
29,174,79,M,1948,Summer,London,Sailing,Thanks,1,3
41,174,79,M,1960,Summer,Roma,Sailing,Thanks,1,3
49,174,79,M,1968,Summer,Mexico City,Sailing,Thanks,1,3
19,179,74,M,1968,Summer,Mexico City,Sailing,Thanks,1,1
24,193,85,M,1976,Summer,Montreal,Rowing,Thanks,1,1
24,175,66,M,1920,Summer,Antwerpen,Tennis,Thanks,1,2
28,175,66,M,1924,Summer,Paris,Tennis,Thanks,1,2
20,178,70,M,1980,Summer,Moskva,Football,Thanks,1,1
30,182,71,M,1996,Summer,Atlanta,Cycling,Thanks,1,1
20,153,52,M,1972,Summer,Munich,Wrestling,Thanks,1,2
24,153,52,M,1976,Summer,Montreal,Wrestling,Thanks,1,2
22,168,52,F,1992,Summer,Barcelona,Athletics,Thanks,1,1
26,168,52,F,1996,Summer,Atlanta,Athletics,Thanks,1,1
26,168,77,M,1968,Winter,Grenoble,Bobsleigh,Thanks,1,1
25,170,78,F,2004,Summer,Athina,Handball,Thanks,1,1
37,165,76,M,1964,Summer,Tokyo,Shooting,Thanks,1,1
29,174,74,M,1948,Summer,London,Shooting,Thanks,1,1
25,169,57,M,1984,Summer,Los Angeles,Athletics,Thanks,1,2
21,165,60,F,2014,Winter,Sochi,Alpine Skiing,Thanks,1,1
26,173,67,F,2016,Summer,Rio de Janeiro,Taekwondo,Thanks,1,1
24,187,86,M,2012,Summer,London,Handball,Thanks,1,1
26,183,70,M,1984,Summer,Los Angeles,Athletics,Thanks,1,2
23,164,52,M,2012,Summer,London,Boxing,Bronze,1,1
27,164,52,M,2016,Summer,Rio de Janeiro,Boxing,Thanks,1,1
30,173,55,F,2004,Summer,Athina,Athletics,Thanks,1,1
25,171,79,M,2012,Summer,London,Athletics,Thanks,1,1
22,155,51,F,2000,Summer,Sydney,Athletics,Silver,1,2
26,155,51,F,2004,Summer,Athina,Athletics,Thanks,1,2
25,178,70,M,1936,Summer,Berlin,Swimming,Thanks,1,2
22,179,74,M,1996,Summer,Atlanta,Sailing,Thanks,1,1
25,180,105,M,2000,Summer,Sydney,Weightlifting,Thanks,1,1
22,175,71,M,1936,Summer,Berlin,Football,Thanks,1,1
21,192,81,M,1992,Summer,Barcelona,Cycling,Thanks,1,2
25,192,81,M,1996,Summer,Atlanta,Cycling,Thanks,1,2
22,180,75,M,1988,Winter,Calgary,Alpine Skiing,Thanks,1,3
26,180,75,M,1992,Winter,Albertville,Alpine Skiing,Thanks,1,3
28,180,75,M,1994,Winter,Lillehammer,Alpine Skiing,Thanks,1,3
26,172,65,M,1980,Summer,Moskva,Football,Thanks,1,1
30,172,65,M,1984,Summer,Los Angeles,Football,Thanks,1,1
27,159,73,F,2012,Summer,London,Shooting,Thanks,1,1
20,173,73,M,1996,Summer,Atlanta,Judo,Thanks,1,1
24,173,73,M,2000,Summer,Sydney,Judo,Thanks,1,1
26,174,68,M,1920,Summer,Antwerpen,Equestrianism,Thanks,1,1
18,157,52,F,1972,Summer,Munich,Gymnastics,Thanks,1,6
29,186,90,M,2016,Summer,Rio de Janeiro,Handball,Thanks,1,1
25,185,82,M,1906,Summer,Athina,Rowing,Thanks,1,1
22,190,82,M,1994,Winter,Lillehammer,Cross Country Skiing,Thanks,1,6
26,190,82,M,1998,Winter,Nagano,Cross Country Skiing,Thanks,1,6
30,190,82,M,2002,Winter,Salt Lake City,Cross Country Skiing,Thanks,1,6
18,180,64,F,1996,Summer,Atlanta,Swimming,Thanks,1,5
23,180,64,F,2000,Summer,Sydney,Swimming,Silver,1,5
26,180,64,F,2004,Summer,Athina,Swimming,Thanks,1,5
30,180,64,F,2008,Summer,Beijing,Swimming,Thanks,1,5
34,180,64,F,2012,Summer,London,Swimming,Thanks,1,5
38,180,64,F,2016,Summer,Rio de Janeiro,Swimming,Thanks,1,5
28,181,78,M,1988,Summer,Seoul,Fencing,Thanks,1,2
22,178,76,M,1960,Summer,Roma,Swimming,Thanks,1,1
19,176,67,M,1912,Summer,Stockholm,Athletics,Thanks,1,1
28,180,81,M,2008,Summer,Beijing,Sailing,Thanks,1,1
32,180,81,M,2012,Summer,London,Sailing,Thanks,1,1
36,180,81,M,2016,Summer,Rio de Janeiro,Sailing,Thanks,1,1
21,183,75,M,1960,Summer,Roma,Athletics,Thanks,1,2
25,183,75,M,1964,Summer,Tokyo,Athletics,Thanks,1,2
29,183,75,M,1968,Summer,Mexico City,Athletics,Thanks,1,2
25,170,66,M,1968,Summer,Mexico City,Cycling,Thanks,1,2
27,172,60,F,2012,Summer,London,Handball,Gold,1,1
31,172,60,F,2016,Summer,Rio de Janeiro,Handball,Bronze,1,1
26,198,91,M,1968,Summer,Mexico City,Volleyball,Thanks,1,1
34,176,76,M,1952,Summer,Helsinki,Football,Thanks,1,1
29,182,90,M,1956,Winter,Cortina d'Ampezzo,Bobsleigh,Gold,1,1
16,158,50,F,2016,Summer,Rio de Janeiro,Gymnastics,Thanks,1,3
20,190,87,M,1996,Summer,Atlanta,Rowing,Thanks,1,1
17,165,64,M,1968,Summer,Mexico City,Canoeing,Thanks,1,1
18,170,65,M,1964,Summer,Tokyo,Swimming,Thanks,1,1
22,170,65,M,1968,Summer,Mexico City,Swimming,Thanks,1,1
27,175,80,M,1972,Summer,Munich,Canoeing,Thanks,1,3
31,175,80,M,1976,Summer,Montreal,Canoeing,Thanks,1,3
28,171,69,M,1952,Summer,Helsinki,Football,Thanks,1,1
26,177,75,M,1960,Summer,Roma,Athletics,Thanks,1,1
24,169,69,M,1992,Winter,Albertville,Speed Skating,Thanks,1,2
30,188,88,M,1988,Summer,Seoul,Rowing,Thanks,1,1
23,175,71,M,1936,Summer,Berlin,Football,Thanks,1,1
24,174,70,M,1948,Winter,Sankt Moritz,Speed Skating,Thanks,1,1
20,189,92,M,1968,Summer,Mexico City,Rowing,Thanks,1,1
22,193,92,M,2004,Summer,Athina,Canoeing,Thanks,1,2
26,193,92,M,2008,Summer,Beijing,Canoeing,Bronze,1,2
19,173,71,F,1980,Winter,Lake Placid,Alpine Skiing,Thanks,1,2
25,174,65,F,2008,Summer,Beijing,Handball,Thanks,1,1
17,157,52,F,2014,Winter,Sochi,Ski Jumping,Thanks,1,1
23,175,110,F,2012,Summer,London,Judo,Thanks,1,1
27,175,110,F,2016,Summer,Rio de Janeiro,Judo,Thanks,1,1
27,172,63,M,1932,Summer,Los Angeles,Boxing,Thanks,1,1
21,180,72,F,1988,Summer,Seoul,Rowing,Thanks,1,2
25,180,72,F,1992,Summer,Barcelona,Rowing,Silver,1,2
22,175,102,F,1996,Summer,Atlanta,Athletics,Thanks,1,1
18,185,91,M,2008,Summer,Beijing,Football,Thanks,1,1
18,177,70,M,1912,Summer,Stockholm,Athletics,Bronze,1,1
25,158,56,M,1984,Summer,Los Angeles,Weightlifting,Thanks,1,1
21,168,53,F,1996,Summer,Atlanta,Archery,Thanks,1,2
26,168,53,F,2000,Summer,Sydney,Archery,Thanks,1,2
24,175,71,M,1936,Summer,Berlin,Football,Thanks,1,1
25,176,67,M,1952,Summer,Helsinki,Athletics,Thanks,1,1
32,183,73,M,2008,Summer,Beijing,Rowing,Thanks,1,1
19,165,64,F,2014,Winter,Sochi,Ice Hockey,Bronze,1,1
27,193,98,M,2014,Winter,Sochi,Ice Hockey,Thanks,1,1
23,176,70,M,1936,Summer,Berlin,Cycling,Thanks,1,2
27,187,85,M,1936,Summer,Berlin,Basketball,Thanks,1,1
28,180,73,M,1988,Summer,Seoul,Hockey,Thanks,1,1
20,185,90,M,2016,Summer,Rio de Janeiro,Canoeing,Thanks,1,1
26,168,57,M,1984,Summer,Los Angeles,Athletics,Thanks,1,1
30,168,57,M,1988,Summer,Seoul,Athletics,Thanks,1,1
21,172,67,M,1960,Summer,Roma,Football,Thanks,1,1
29,185,82,M,1992,Summer,Barcelona,Rowing,Thanks,1,1
21,167,58,F,1984,Summer,Los Angeles,Cycling,Thanks,1,1
17,168,57,F,1948,Winter,Sankt Moritz,Figure Skating,Bronze,1,1
21,168,57,F,1952,Winter,Oslo,Figure Skating,Gold,1,1
25,188,87,M,1984,Summer,Los Angeles,Hockey,Thanks,1,1
29,188,87,M,1988,Summer,Seoul,Hockey,Thanks,1,1
23,180,84,M,1960,Summer,Roma,Swimming,Thanks,1,2
27,185,82,M,1948,Summer,London,Rowing,Thanks,1,1
25,181,89,F,2004,Summer,Athina,Basketball,Thanks,1,1
25,157,56,F,2012,Summer,London,Football,Thanks,1,1
23,204,100,M,1996,Summer,Atlanta,Rowing,Thanks,1,2
27,204,100,M,2000,Summer,Sydney,Rowing,Thanks,1,2
24,176,81,M,1972,Summer,Munich,Hockey,Thanks,1,1
24,178,65,M,1994,Winter,Lillehammer,Nordic Combined,Thanks,1,1
20,170,59,M,1972,Summer,Munich,Fencing,Thanks,1,1
24,197,88,M,2004,Summer,Athina,Handball,Thanks,1,1
21,175,70,M,1976,Summer,Montreal,Cycling,Thanks,1,1
27,174,63,M,1972,Summer,Munich,Equestrianism,Thanks,1,2
25,168,67,M,1948,Summer,London,Weightlifting,Thanks,1,1
15,174,64,M,1968,Summer,Mexico City,Swimming,Thanks,1,3
33,174,74,M,1980,Summer,Moskva,Shooting,Thanks,1,2
34,174,68,M,1948,Summer,London,Equestrianism,Thanks,1,2
24,190,85,M,1968,Summer,Mexico City,Basketball,Thanks,1,1
25,176,67,M,1928,Summer,Amsterdam,Athletics,Thanks,1,2
21,171,70,M,1992,Summer,Barcelona,Football,Thanks,1,1
22,160,60,M,2000,Summer,Sydney,Judo,Thanks,1,1
26,160,60,M,2004,Summer,Athina,Judo,Thanks,1,1
25,191,78,M,2016,Summer,Rio de Janeiro,Athletics,Thanks,1,1
21,178,70,M,1928,Summer,Amsterdam,Swimming,Thanks,1,1
19,170,52,F,2016,Summer,Rio de Janeiro,Synchronized Swimming,Thanks,1,1
18,162,45,F,1980,Summer,Moskva,Gymnastics,Thanks,1,5
20,195,99,M,1976,Summer,Montreal,Basketball,Thanks,1,1
19,185,74,M,1976,Summer,Montreal,Athletics,Thanks,1,1
23,166,66,M,1964,Summer,Tokyo,Cycling,Thanks,1,1
25,175,74,M,1968,Summer,Mexico City,Cycling,Thanks,1,3
29,175,74,M,1972,Summer,Munich,Cycling,Thanks,1,3
20,173,62,M,2000,Summer,Sydney,Football,Bronze,1,1
19,175,70,M,1992,Summer,Barcelona,Football,Thanks,1,1
22,170,66,M,2008,Summer,Beijing,Football,Thanks,1,1
24,175,72,M,2014,Winter,Sochi,Short Track Speed Skating,Thanks,1,4
32,173,67,M,2016,Summer,Rio de Janeiro,Equestrianism,Thanks,1,2
24,183,81,M,2008,Summer,Beijing,Boxing,Thanks,1,1
21,162,60,F,2016,Summer,Rio de Janeiro,Synchronized Swimming,Thanks,1,1
27,184,83,M,1996,Summer,Atlanta,Beach Volleyball,Thanks,1,1
35,184,83,M,2004,Summer,Athina,Beach Volleyball,Thanks,1,1
24,171,58,M,1932,Summer,Los Angeles,Gymnastics,Thanks,1,3
23,179,77,M,1992,Summer,Barcelona,Canoeing,Thanks,1,1
21,180,85,M,1968,Summer,Mexico City,Wrestling,Thanks,1,1
19,178,70,M,1976,Summer,Montreal,Swimming,Thanks,1,3
26,188,81,M,2000,Summer,Sydney,Boxing,Thanks,1,1
22,178,69,M,2004,Summer,Athina,Cycling,Thanks,1,1
21,187,81,M,1988,Summer,Seoul,Canoeing,Thanks,1,1
24,171,57,M,1968,Summer,Mexico City,Athletics,Thanks,1,3
28,171,57,M,1972,Summer,Munich,Athletics,Thanks,1,3
21,198,95,M,1980,Summer,Moskva,Rowing,Thanks,1,2
45,165,62,M,1972,Summer,Munich,Shooting,Thanks,1,1
29,174,68,M,1924,Summer,Paris,Equestrianism,Thanks,1,2
33,174,68,M,1928,Summer,Amsterdam,Equestrianism,Thanks,1,2
32,162,62,M,1980,Summer,Moskva,Shooting,Thanks,1,4
36,162,62,M,1984,Summer,Los Angeles,Shooting,Thanks,1,4
40,162,62,M,1988,Summer,Seoul,Shooting,Thanks,1,4
23,183,78,M,1968,Summer,Mexico City,Football,Thanks,1,1
25,187,93,M,1968,Summer,Mexico City,Rowing,Thanks,1,1
23,178,72,M,1992,Summer,Barcelona,Fencing,Thanks,1,2
16,178,72,M,1992,Summer,Barcelona,Fencing,Thanks,1,2
22,198,97,M,1972,Summer,Munich,Basketball,Bronze,1,1
24,175,74,M,1972,Summer,Munich,Football,Thanks,1,1
20,181,76,M,2016,Summer,Rio de Janeiro,Football,Thanks,1,1
21,173,60,M,2012,Summer,London,Boxing,Bronze,1,2
25,173,60,M,2016,Summer,Rio de Janeiro,Boxing,Bronze,1,2
18,180,70,F,1924,Summer,Paris,Tennis,Thanks,1,3
25,181,78,M,1972,Summer,Munich,Equestrianism,Thanks,1,4
28,181,78,M,1976,Summer,Montreal,Equestrianism,Thanks,1,4
37,181,78,M,1984,Summer,Los Angeles,Equestrianism,Thanks,1,4
41,181,78,M,1988,Summer,Seoul,Equestrianism,Thanks,1,4
45,181,78,M,1992,Summer,Barcelona,Equestrianism,Thanks,1,4
48,181,78,M,1996,Summer,Atlanta,Equestrianism,Thanks,1,4
21,174,90,M,2012,Summer,London,Archery,Thanks,1,2
29,179,77,F,1992,Summer,Barcelona,Canoeing,Thanks,1,1
25,170,67,M,1932,Summer,Los Angeles,Athletics,Thanks,1,2
28,170,64,M,1988,Summer,Seoul,Table Tennis,Thanks,1,2
19,184,80,M,2008,Summer,Beijing,Swimming,Thanks,1,2
21,185,82,M,1992,Summer,Barcelona,Rowing,Thanks,1,1
28,164,68,F,2004,Summer,Athina,Triathlon,Thanks,1,1
22,180,85,M,2000,Summer,Sydney,Shooting,Thanks,1,3
26,180,85,M,2004,Summer,Athina,Shooting,Thanks,1,3
24,185,82,M,1912,Summer,Stockholm,Rowing,Thanks,1,1
20,171,68,M,1992,Summer,Barcelona,Diving,Thanks,1,2
24,171,68,M,1996,Summer,Atlanta,Diving,Thanks,1,2
28,171,68,M,2000,Summer,Sydney,Diving,Thanks,1,2
28,173,66,M,1988,Winter,Calgary,Cross Country Skiing,Thanks,1,5
32,173,66,M,1992,Winter,Albertville,Cross Country Skiing,Thanks,1,5
27,177,73,M,1980,Summer,Moskva,Football,Thanks,1,1
24,177,70,M,2000,Summer,Sydney,Rowing,Thanks,1,1
28,177,70,M,2004,Summer,Athina,Rowing,Thanks,1,1
22,168,54,M,1996,Summer,Atlanta,Boxing,Thanks,1,1
22,188,93,M,2016,Summer,Rio de Janeiro,Rugby Sevens,Thanks,1,1
21,164,63,F,1996,Summer,Atlanta,Judo,Thanks,1,1
25,164,63,F,2000,Summer,Sydney,Judo,Thanks,1,1
29,164,63,F,2004,Summer,Athina,Judo,Thanks,1,1
31,174,74,M,2016,Summer,Rio de Janeiro,Equestrianism,Thanks,1,2
20,170,75,M,1968,Summer,Mexico City,Shooting,Thanks,1,1
20,155,56,M,2000,Summer,Sydney,Weightlifting,Thanks,1,1
28,155,56,M,2008,Summer,Beijing,Weightlifting,Thanks,1,1
32,155,56,M,2012,Summer,London,Weightlifting,Thanks,1,1
20,178,70,F,1996,Summer,Atlanta,Swimming,Thanks,1,2
18,178,70,F,1996,Summer,Atlanta,Swimming,Thanks,1,5
30,168,61,F,2000,Summer,Sydney,Softball,Thanks,1,1
17,167,60,M,1936,Summer,Berlin,Diving,Thanks,1,1
16,178,70,M,1936,Summer,Berlin,Swimming,Thanks,1,1
22,180,84,M,2016,Summer,Rio de Janeiro,Archery,Thanks,1,2
24,170,66,M,1980,Summer,Moskva,Cycling,Thanks,1,2
28,170,66,M,1984,Summer,Los Angeles,Cycling,Thanks,1,2
22,182,81,M,2000,Summer,Sydney,Football,Thanks,1,1
23,168,85,F,1992,Summer,Barcelona,Basketball,Thanks,1,1
27,177,72,M,1968,Summer,Mexico City,Hockey,Thanks,1,1
22,176,70,F,2008,Summer,Beijing,Judo,Thanks,1,1
26,176,70,F,2012,Summer,London,Judo,Bronze,1,1
30,176,70,F,2016,Summer,Rio de Janeiro,Judo,Silver,1,1
35,182,90,M,1952,Winter,Oslo,Bobsleigh,Thanks,1,2
39,182,90,M,1956,Winter,Cortina d'Ampezzo,Bobsleigh,Thanks,1,2
28,173,71,M,1952,Winter,Oslo,Alpine Skiing,Thanks,1,1
23,169,61,F,2006,Winter,Torino,Curling,Thanks,1,1
46,181,76,M,2006,Winter,Torino,Curling,Thanks,1,1
32,180,84,M,1976,Winter,Innsbruck,Bobsleigh,Thanks,1,2
18,180,82,M,1964,Winter,Innsbruck,Ice Hockey,Thanks,1,1
22,182,90,M,1952,Winter,Oslo,Bobsleigh,Thanks,1,1
23,178,83,M,1956,Winter,Cortina d'Ampezzo,Bobsleigh,Silver,1,2
26,173,71,M,1948,Winter,Sankt Moritz,Alpine Skiing,Thanks,1,4
30,173,71,M,1952,Winter,Oslo,Alpine Skiing,Thanks,1,4
22,204,98,M,1996,Summer,Atlanta,Basketball,Thanks,1,1
30,204,98,M,2004,Summer,Athina,Basketball,Thanks,1,1
22,187,83,M,2004,Summer,Athina,Football,Thanks,1,1
24,175,71,M,1928,Summer,Amsterdam,Football,Thanks,1,1
23,185,88,M,1992,Summer,Barcelona,Rowing,Thanks,1,1
29,185,84,M,1952,Summer,Helsinki,Water Polo,Thanks,1,1
22,183,64,M,2016,Summer,Rio de Janeiro,Athletics,Thanks,1,1
27,174,73,F,1992,Summer,Barcelona,Judo,Thanks,1,1
29,175,72,M,1968,Summer,Mexico City,Cycling,Thanks,1,1
23,168,58,M,1996,Summer,Atlanta,Weightlifting,Thanks,1,1
26,186,74,M,1996,Summer,Atlanta,Football,Thanks,1,1
25,165,57,M,1976,Summer,Montreal,Boxing,Thanks,1,1
25,194,88,M,2012,Summer,London,Volleyball,Silver,1,1
33,172,63,M,1948,Summer,London,Boxing,Thanks,1,1
28,186,91,M,1988,Summer,Seoul,Boxing,Thanks,1,1
25,188,77,M,1988,Summer,Seoul,Cycling,Thanks,1,1
33,174,68,M,1920,Summer,Antwerpen,Equestrianism,Bronze,1,4
37,174,68,M,1924,Summer,Paris,Equestrianism,Thanks,1,4
16,185,76,M,1984,Summer,Los Angeles,Swimming,Thanks,1,3
20,185,76,M,1988,Summer,Seoul,Swimming,Thanks,1,3
24,185,76,M,1992,Summer,Barcelona,Swimming,Thanks,1,3
22,178,74,M,1984,Summer,Los Angeles,Cycling,Thanks,1,2
26,178,74,M,1988,Summer,Seoul,Cycling,Thanks,1,2
25,185,82,M,1964,Summer,Tokyo,Rowing,Thanks,1,1
23,167,75,M,1984,Summer,Los Angeles,Weightlifting,Thanks,1,1
27,167,60,M,1952,Summer,Helsinki,Diving,Thanks,1,2
26,182,81,M,1972,Summer,Munich,Boxing,Thanks,1,1
21,183,79,M,1976,Summer,Montreal,Volleyball,Thanks,1,1
22,181,80,M,1984,Summer,Los Angeles,Fencing,Thanks,1,2
29,190,91,M,2004,Summer,Athina,Boxing,Silver,1,1
24,164,58,M,1948,Summer,London,Gymnastics,Thanks,1,8
